                    ************************************************************************************************
                    *  Z= 29 A= 59: Positive-Parity Spin-dependent Level Density [MeV-1] for Cu 59 and ldmodel= 4  *
   0.25  0.202  2.50E-31 1.00E-30 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.285  1.26E-01 5.05E-01 1.11E+00 2.64E-01 1.86E-01 4.88E-02 5.75E-03 3.15E-04 8.37E-06 1.08E-07 6.78E-10 2.11E-12 3.27E-15 2.49E-18 2.79E-21 2.79E-21 2.79E-21 2.79E-21 2.79E-21 2.79E-21 2.79E-21 2.79E-21 2.79E-21 2.79E-21 2.79E-21 2.79E-21 2.79E-21 2.79E-21 2.79E-21 2.79E-21 2.79E-21 2.79E-21 2.79E-21
   0.75  0.349  4.19E-01 1.17E+00 2.89E+00 5.36E-01 4.43E-01 1.57E-01 2.95E-02 3.15E-03 1.99E-04 7.37E-06 1.61E-07 2.06E-09 1.54E-11 6.75E-14 1.74E-16 2.65E-19 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   1.00  0.403  1.09E+00 2.67E+00 8.96E+00 1.18E+00 1.19E+00 5.71E-01 1.57E-01 2.63E-02 2.74E-03 1.81E-04 7.66E-06 2.06E-07 3.56E-09 3.94E-11 2.79E-13 1.28E-15 3.74E-18 9.21E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   1.25  0.451  2.00E+00 3.66E+00 1.11E+01 1.29E+00 1.38E+00 7.32E-01 2.23E-01 4.21E-02 5.06E-03 3.93E-04 2.01E-05 6.84E-07 1.57E-08 2.46E-10 2.68E-12 2.07E-14 1.15E-16 4.69E-19 6.03E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   1.50  0.494  2.80E+00 3.21E+00 1.02E+01 1.05E+00 1.18E+00 6.80E-01 2.37E-01 5.32E-02 7.97E-03 8.01E-04 5.53E-05 2.66E-06 9.03E-08 2.21E-09 3.96E-11 5.29E-13 5.42E-15 4.22E-17 2.55E-19 6.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   1.75  0.534  3.69E+00 3.54E+00 1.20E+01 1.07E+00 1.27E+00 7.96E-01 3.13E-01 8.23E-02 1.48E-02 1.86E-03 1.64E-04 1.04E-05 4.76E-07 1.60E-08 4.01E-10 7.58E-12 1.10E-13 1.25E-15 1.10E-17 7.78E-20 5.31E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   2.00  0.570  4.71E+00 4.10E+00 1.47E+01 1.15E+00 1.42E+00 9.63E-01 4.22E-01 1.27E-01 2.67E-02 4.05E-03 4.43E-04 3.53E-05 2.08E-06 9.10E-08 2.98E-09 7.41E-11 1.41E-12 2.07E-14 2.38E-16 2.16E-18 1.76E-20 5.03E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   2.25  0.605  5.93E+00 4.86E+00 1.83E+01 1.26E+00 1.63E+00 1.17E+00 5.65E-01 1.90E-01 4.59E-02 8.17E-03 1.07E-03 1.05E-04 7.67E-06 4.23E-07 1.77E-08 5.65E-10 1.38E-11 2.60E-13 3.78E-15 4.30E-17 3.83E-19 6.75E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   2.50  0.638  7.38E+00 5.81E+00 2.29E+01 1.41E+00 1.88E+00 1.42E+00 7.44E-01 2.76E-01 7.55E-02 1.54E-02 2.37E-03 2.76E-04 2.45E-05 1.67E-06 8.71E-08 3.50E-09 1.09E-10 2.64E-12 4.95E-14 7.25E-16 8.25E-18 7.53E-20 5.20E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   2.75  0.669  9.13E+00 7.00E+00 2.88E+01 1.59E+00 2.17E+00 1.73E+00 9.67E-01 3.92E-01 1.19E-01 2.73E-02 4.83E-03 6.55E-04 6.93E-05 5.67E-06 3.63E-07 1.81E-08 7.09E-10 2.18E-11 5.28E-13 1.00E-14 1.49E-16 1.76E-18 1.82E-20 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   3.00  0.699  1.12E+01 8.43E+00 3.61E+01 1.80E+00 2.52E+00 2.10E+00 1.23E+00 5.41E-01 1.80E-01 4.61E-02 9.19E-03 1.43E-03 1.76E-04 1.70E-05 1.30E-06 7.91E-08 3.82E-09 1.46E-10 4.46E-12 1.09E-13 2.11E-15 3.26E-17 4.03E-19 6.09E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   3.25  0.727  1.38E+01 1.02E+01 4.54E+01 2.05E+00 2.94E+00 2.54E+00 1.57E+00 7.35E-01 2.65E-01 7.44E-02 1.65E-02 2.91E-03 4.10E-04 4.58E-05 4.14E-06 2.98E-07 1.73E-08 8.12E-10 3.06E-11 9.34E-13 2.30E-14 4.57E-16 7.37E-18 9.57E-20 5.03E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   3.50  0.755  1.69E+01 1.23E+01 5.68E+01 2.34E+00 3.43E+00 3.06E+00 1.98E+00 9.81E-01 3.79E-01 1.16E-01 2.83E-02 5.56E-03 8.80E-04 1.12E-04 1.17E-05 9.84E-07 6.77E-08 3.80E-09 1.73E-10 6.48E-12 1.97E-13 4.92E-15 1.00E-16 1.68E-18 2.44E-20 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   3.75  0.781  2.06E+01 1.49E+01 7.09E+01 2.68E+00 4.00E+00 3.68E+00 2.47E+00 1.28E+00 5.30E-01 1.75E-01 4.65E-02 1.00E-02 1.77E-03 2.54E-04 3.00E-05 2.91E-06 2.33E-07 1.53E-08 8.29E-10 3.70E-11 1.37E-12 4.19E-14 1.06E-15 2.21E-17 3.80E-19 7.46E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   4.00  0.807  2.51E+01 1.79E+01 8.83E+01 3.08E+00 4.66E+00 4.40E+00 3.07E+00 1.66E+00 7.28E-01 2.57E-01 7.36E-02 1.73E-02 3.36E-03 5.36E-04 7.11E-05 7.84E-06 7.15E-07 5.42E-08 3.44E-09 1.81E-10 7.92E-12 2.90E-13 8.87E-15 2.27E-16 4.84E-18 8.59E-20 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   4.25  0.832  3.05E+01 2.16E+01 1.10E+02 3.54E+00 5.43E+00 5.26E+00 3.78E+00 2.14E+00 9.84E-01 3.68E-01 1.13E-01 2.88E-02 6.08E-03 1.07E-03 1.58E-04 1.94E-05 2.00E-06 1.72E-07 1.25E-08 7.65E-10 3.93E-11 1.69E-12 6.14E-14 1.88E-15 4.83E-17 1.05E-18 2.04E-20 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   4.50  0.856  3.70E+01 2.61E+01 1.36E+02 4.08E+00 6.34E+00 6.26E+00 4.63E+00 2.72E+00 1.30E+00 5.17E-01 1.69E-01 4.61E-02 1.06E-02 2.03E-03 3.28E-04 4.45E-05 5.13E-06 5.00E-07 4.10E-08 2.86E-09 1.69E-10 8.43E-12 3.59E-13 1.29E-14 3.95E-16 1.02E-17 2.26E-19 6.20E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   4.75  0.879  4.48E+01 3.14E+01 1.68E+02 4.70E+00 7.39E+00 7.42E+00 5.64E+00 3.44E+00 1.71E+00 7.13E-01 2.47E-01 7.17E-02 1.77E-02 3.67E-03 6.45E-04 9.64E-05 1.22E-05 1.33E-06 1.22E-07 9.62E-09 6.46E-10 3.70E-11 1.81E-12 7.56E-14 2.70E-15 8.23E-17 2.15E-18 4.81E-20 5.00E-21 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   5.00  0.902  5.43E+01 3.77E+01 2.07E+02 5.41E+00 8.61E+00 8.79E+00 6.85E+00 4.30E+00 2.22E+00 9.93E-01 3.66E-01 1.14E-01 3.04E-02 6.91E-03 1.35E-03 2.27E-04 3.29E-05 4.13E-06 4.50E-07 4.23E-08 3.47E-09 2.46E-10 1.52E-11 8.13E-13 3.79E-14 1.53E-15 5.39E-17 1.65E-18 4.62E-20 5.00E-21 5.00E-21 5.00E-21 5.00E-21
   5.50  0.946  8.13E+01 5.42E+01 3.13E+02 7.20E+00 1.17E+01 1.23E+01 1.00E+01 6.63E+00 3.66E+00 1.71E+00 7.08E-01 2.44E-01 7.23E-02 1.86E-02 4.13E-03 8.00E-04 1.35E-04 1.98E-05 2.54E-06 2.86E-07 2.81E-08 2.43E-09 1.83E-10 1.22E-11 7.09E-13 3.64E-14 1.64E-15 6.45E-17 2.23E-18 6.89E-20 5.36E-21 5.00E-21 5.00E-21
   6.00  0.988  1.20E+02 7.73E+01 4.66E+02 9.59E+00 1.58E+01 1.71E+01 1.44E+01 1.00E+01 5.83E+00 2.91E+00 1.25E+00 4.86E-01 1.58E-01 4.51E-02 1.12E-02 2.45E-03 4.68E-04 7.89E-05 1.17E-05 1.53E-06 1.77E-07 1.80E-08 1.62E-09 1.30E-10 9.16E-12 5.73E-13 3.18E-14 1.57E-15 6.79E-17 2.61E-18 8.90E-20 6.19E-21 5.00E-21
   6.50  1.028  1.75E+02 1.10E+02 6.90E+02 1.28E+01 2.13E+01 2.35E+01 2.05E+01 1.48E+01 9.06E+00 4.79E+00 2.20E+00 9.17E-01 3.23E-01 1.01E-01 2.76E-02 6.68E-03 1.43E-03 2.71E-04 4.55E-05 6.81E-06 9.03E-07 1.07E-07 1.12E-08 1.05E-09 8.76E-11 6.52E-12 4.34E-13 2.57E-14 1.36E-15 6.42E-17 2.70E-18 1.02E-19 6.84E-21
   7.00  1.067  2.53E+02 1.56E+02 1.01E+03 1.70E+01 2.87E+01 3.23E+01 2.88E+01 2.16E+01 1.38E+01 7.66E+00 3.72E+00 1.59E+00 6.23E-01 2.10E-01 6.25E-02 1.66E-02 3.91E-03 8.23E-04 1.55E-04 2.59E-05 3.89E-06 5.23E-07 6.28E-08 6.77E-09 6.55E-10 5.68E-11 4.42E-12 3.10E-13 1.94E-14 1.10E-15 5.57E-17 2.53E-18 1.04E-19
   7.50  1.105  3.63E+02 2.20E+02 1.48E+03 2.26E+01 3.85E+01 4.41E+01 4.03E+01 3.10E+01 2.06E+01 1.20E+01 6.11E+00 2.76E+00 1.15E+00 4.13E-01 1.33E-01 3.81E-02 9.80E-03 2.26E-03 4.68E-04 8.69E-05 1.45E-05 2.19E-06 2.96E-07 3.63E-08 3.99E-09 3.96E-10 3.55E-11 2.87E-12 2.10E-13 1.39E-14 8.28E-16 4.47E-17 2.17E-18
   8.00  1.141  5.17E+02 3.07E+02 2.13E+03 3.00E+01 5.15E+01 5.99E+01 5.58E+01 4.41E+01 3.03E+01 1.83E+01 9.75E+00 4.63E+00 1.96E+00 7.75E-01 2.66E-01 8.20E-02 2.27E-02 5.69E-03 1.29E-03 2.62E-04 4.82E-05 8.04E-06 1.21E-06 1.65E-07 2.04E-08 2.28E-09 2.33E-10 2.15E-11 1.79E-12 1.36E-13 9.40E-15 5.90E-16 3.36E-17
   8.50  1.176  7.31E+02 4.29E+02 3.06E+03 3.97E+01 6.88E+01 8.10E+01 7.70E+01 6.22E+01 4.40E+01 2.75E+01 1.52E+01 7.57E+00 3.37E+00 1.35E+00 5.09E-01 1.67E-01 4.96E-02 1.33E-02 3.25E-03 7.21E-04 1.45E-04 2.64E-05 4.38E-06 6.59E-07 9.05E-08 1.13E-08 1.29E-09 1.33E-10 1.26E-11 1.08E-12 8.51E-14 6.09E-15 3.99E-16
   9.00  1.210  1.03E+03 5.96E+02 4.36E+03 5.24E+01 9.14E+01 1.09E+02 1.05E+02 8.72E+01 6.30E+01 4.06E+01 2.33E+01 1.20E+01 5.61E+00 2.36E+00 9.34E-01 3.24E-01 1.02E-01 2.94E-02 7.69E-03 1.83E-03 3.97E-04 7.88E-05 1.42E-05 2.35E-06 3.54E-07 4.87E-08 6.13E-09 7.05E-10 7.43E-11 7.16E-12 6.32E-13 5.11E-14 3.78E-15
   9.50  1.243  1.44E+03 8.19E+02 6.17E+03 6.92E+01 1.21E+02 1.46E+02 1.43E+02 1.21E+02 8.97E+01 5.92E+01 3.51E+01 1.88E+01 9.11E+00 4.00E+00 1.60E+00 6.04E-01 2.02E-01 6.15E-02 1.71E-02 4.35E-03 1.01E-03 2.16E-04 4.23E-05 7.56E-06 1.24E-06 1.86E-07 2.57E-08 3.26E-09 3.79E-10 4.05E-11 3.97E-12 3.58E-13 2.97E-14
  10.00  1.276  2.00E+03 1.12E+03 8.68E+03 9.11E+01 1.60E+02 1.95E+02 1.94E+02 1.66E+02 1.26E+02 8.50E+01 5.20E+01 2.87E+01 1.44E+01 6.57E+00 2.75E+00 1.15E+00 4.08E-01 1.33E-01 3.98E-02 1.10E-02 2.79E-03 6.53E-04 1.41E-04 2.82E-05 5.20E-06 8.89E-07 1.41E-07 2.06E-08 2.81E-09 3.54E-10 4.16E-11 4.51E-12 4.55E-13
  11.00  1.338  4.10E+03 2.09E+03 1.69E+04 1.56E+02 2.79E+02 3.45E+02 3.51E+02 3.09E+02 2.43E+02 1.72E+02 1.10E+02 6.45E+01 3.43E+01 1.68E+01 7.57E+00 3.12E+00 1.19E+00 4.63E-01 1.52E-01 4.64E-02 1.31E-02 3.42E-03 8.26E-04 1.86E-04 3.89E-05 7.54E-06 1.36E-06 2.28E-07 3.57E-08 5.20E-09 7.07E-10 8.94E-11 1.06E-11
  12.00  1.397  7.93E+03 3.84E+03 3.23E+04 2.67E+02 4.79E+02 5.99E+02 6.22E+02 5.64E+02 4.56E+02 3.34E+02 2.23E+02 1.36E+02 7.68E+01 3.99E+01 1.91E+01 8.42E+00 3.46E+00 1.32E+00 5.10E-01 1.69E-01 5.21E-02 1.49E-02 3.99E-03 9.93E-04 2.31E-04 4.99E-05 1.01E-05 1.90E-06 3.36E-07 5.53E-08 8.54E-09 1.23E-09 1.66E-10
  13.00  1.454  1.49E+04 6.93E+03 6.04E+04 4.50E+02 8.12E+02 1.03E+03 1.09E+03 1.01E+03 8.36E+02 6.32E+02 4.36E+02 2.78E+02 1.64E+02 8.89E+01 4.49E+01 2.11E+01 9.20E+00 3.73E+00 1.41E+00 5.45E-01 1.82E-01 5.64E-02 1.64E-02 4.46E-03 1.13E-03 2.70E-04 6.02E-05 1.26E-05 2.47E-06 4.53E-07 7.82E-08 1.27E-08 1.92E-09
  14.00  1.509  2.71E+04 1.23E+04 1.11E+05 7.52E+02 1.37E+03 1.76E+03 1.88E+03 1.77E+03 1.50E+03 1.16E+03 8.28E+02 5.46E+02 3.33E+02 1.89E+02 1.00E+02 4.93E+01 2.27E+01 9.75E+00 3.93E+00 1.47E+00 5.67E-01 1.89E-01 5.92E-02 1.74E-02 4.79E-03 1.24E-03 3.01E-04 6.88E-05 1.48E-05 2.99E-06 5.69E-07 1.02E-07 1.72E-08
  15.00  1.562  4.86E+04 2.15E+04 2.01E+05 1.25E+03 2.28E+03 2.95E+03 3.19E+03 3.06E+03 2.64E+03 2.10E+03 1.53E+03 1.04E+03 6.57E+02 3.86E+02 2.13E+02 1.09E+02 5.28E+01 2.38E+01 1.01E+01 4.03E+00 1.51E+00 5.76E-01 1.92E-01 6.02E-02 1.78E-02 4.96E-03 1.30E-03 3.22E-04 7.50E-05 1.65E-05 3.42E-06 6.70E-07 1.24E-07
  16.00  1.614  8.58E+04 3.72E+04 3.57E+05 2.06E+03 3.77E+03 4.91E+03 5.37E+03 5.21E+03 4.58E+03 3.70E+03 2.77E+03 1.93E+03 1.25E+03 7.61E+02 4.34E+02 2.32E+02 1.17E+02 5.51E+01 2.45E+01 1.02E+01 4.03E+00 1.50E+00 5.69E-01 1.89E-01 5.96E-02 1.77E-02 4.97E-03 1.32E-03 3.30E-04 7.81E-05 1.75E-05 3.72E-06 7.46E-07
  17.00  1.663  1.49E+05 6.35E+04 6.26E+05 3.35E+03 6.16E+03 8.09E+03 8.95E+03 8.75E+03 7.85E+03 6.42E+03 4.91E+03 3.50E+03 2.33E+03 1.46E+03 8.55E+02 4.74E+02 2.46E+02 1.21E+02 5.59E+01 2.45E+01 1.01E+01 3.95E+00 1.46E+00 5.48E-01 1.82E-01 5.73E-02 1.71E-02 4.82E-03 1.29E-03 3.27E-04 7.85E-05 1.78E-05 3.85E-06
  18.00  1.711  2.57E+05 1.07E+05 1.09E+06 5.40E+03 1.00E+04 1.32E+04 1.47E+04 1.46E+04 1.32E+04 1.10E+04 8.57E+03 6.22E+03 4.24E+03 2.72E+03 1.64E+03 9.36E+02 5.03E+02 2.55E+02 1.23E+02 5.58E+01 2.41E+01 9.81E+00 3.78E+00 1.38E+00 5.16E-01 1.71E-01 5.38E-02 1.60E-02 4.55E-03 1.22E-03 3.13E-04 7.57E-05 1.75E-05
  19.00  1.758  4.37E+05 1.80E+05 1.86E+06 8.69E+03 1.61E+04 2.14E+04 2.40E+04 2.40E+04 2.20E+04 1.86E+04 1.47E+04 1.08E+04 7.57E+03 4.95E+03 3.06E+03 1.79E+03 9.91E+02 5.20E+02 2.58E+02 1.21E+02 5.43E+01 2.30E+01 9.24E+00 3.53E+00 1.28E+00 4.75E-01 1.57E-01 4.92E-02 1.47E-02 4.17E-03 1.13E-03 2.90E-04 7.09E-05
  20.00  1.804  7.34E+05 2.97E+05 3.13E+06 1.38E+04 2.57E+04 3.43E+04 3.87E+04 3.91E+04 3.62E+04 3.10E+04 2.48E+04 1.87E+04 1.32E+04 8.80E+03 5.58E+03 3.34E+03 1.90E+03 1.02E+03 5.23E+02 2.54E+02 1.17E+02 5.14E+01 2.15E+01 8.51E+00 3.22E+00 1.16E+00 5.24E-01 1.76E-01 5.68E-02 1.75E-02 5.15E-03 1.45E-03 3.92E-04
  22.50  1.913  3.24E+06 1.00E+06 1.11E+07 4.28E+04 8.03E+04 1.08E+05 1.24E+05 1.27E+05 1.20E+05 1.06E+05 8.71E+04 6.80E+04 5.00E+04 3.48E+04 2.31E+04 1.45E+04 8.71E+03 4.97E+03 2.71E+03 1.41E+03 6.95E+02 3.29E+02 1.49E+02 6.42E+01 2.64E+01 1.04E+01 3.91E+00 1.41E+00 6.17E-01 2.08E-01 6.73E-02 2.09E-02 6.22E-03
  25.00  2.017  1.13E+07 3.22E+06 3.72E+07 1.27E+05 2.40E+05 3.26E+05 3.77E+05 3.93E+05 3.78E+05 3.40E+05 2.87E+05 2.30E+05 1.74E+05 1.26E+05 8.61E+04 5.63E+04 3.54E+04 2.11E+04 1.21E+04 6.64E+03 3.47E+03 1.74E+03 8.38E+02 3.85E+02 1.70E+02 7.19E+01 2.91E+01 1.13E+01 4.23E+00 1.51E+00 1.14E+00 4.09E-01 1.41E-01
  30.00  2.210  1.56E+08 2.90E+07 3.59E+08 1.01E+06 1.92E+06 2.64E+06 3.11E+06 3.31E+06 3.27E+06 3.03E+06 2.65E+06 2.21E+06 1.76E+06 1.33E+06 9.66E+05 6.74E+05 4.49E+05 2.88E+05 1.77E+05 1.05E+05 5.99E+04 3.28E+04 1.73E+04 8.81E+03 4.31E+03 2.03E+03 9.24E+02 4.03E+02 1.70E+02 6.91E+01 2.70E+01 1.02E+01 3.71E+00
  40.00  2.551  1.58E+10 1.57E+09 2.14E+10 4.54E+07 8.71E+07 1.21E+08 1.46E+08 1.60E+08 1.63E+08 1.57E+08 1.44E+08 1.26E+08 1.06E+08 8.58E+07 6.69E+07 5.01E+07 3.62E+07 2.54E+07 1.72E+07 1.12E+07 7.09E+06 4.36E+06 2.59E+06 1.49E+06 8.29E+05 4.47E+05 2.34E+05 1.18E+05 5.82E+04 2.78E+04 1.28E+04 5.74E+03 2.50E+03
  50.00  2.852  5.76E+11 5.60E+10 8.24E+11 1.43E+09 2.75E+09 3.87E+09 4.72E+09 5.23E+09 5.49E+09 5.39E+09 5.09E+09 4.61E+09 4.01E+09 3.36E+09 2.73E+09 2.14E+09 1.63E+09 1.21E+09 8.61E+08 5.99E+08 4.05E+08 2.66E+08 1.70E+08 1.05E+08 6.33E+07 3.71E+07 2.12E+07 1.18E+07 6.35E+06 3.34E+06 1.71E+06 8.49E+05 4.12E+05
  60.00  3.125  1.56E+13 1.50E+12 2.32E+13 3.44E+10 6.67E+10 9.43E+10 1.16E+11 1.30E+11 1.38E+11 1.38E+11 1.32E+11 1.23E+11 1.09E+11 9.45E+10 7.88E+10 6.37E+10 5.03E+10 3.85E+10 2.87E+10 2.08E+10 1.47E+10 1.01E+10 6.76E+09 4.41E+09 2.81E+09 1.74E+09 1.06E+09 6.25E+08 3.59E+08 2.02E+08 1.11E+08 5.90E+07 3.09E+07
  70.00  3.375  3.33E+14 3.17E+13 5.14E+14 6.71E+11 1.30E+12 1.85E+12 2.28E+12 2.59E+12 2.77E+12 2.81E+12 2.74E+12 2.57E+12 2.33E+12 2.05E+12 1.75E+12 1.45E+12 1.18E+12 9.22E+11 7.09E+11 5.32E+11 3.87E+11 2.75E+11 1.91E+11 1.30E+11 8.62E+10 5.59E+10 3.52E+10 2.18E+10 1.31E+10 7.75E+09 4.49E+09 2.53E+09 1.40E+09
  80.00  3.608  5.89E+15 5.56E+14 9.34E+15 1.09E+13 2.12E+13 3.02E+13 3.77E+13 4.30E+13 4.63E+13 4.75E+13 4.68E+13 4.45E+13 4.09E+13 3.66E+13 3.17E+13 2.69E+13 2.21E+13 1.78E+13 1.39E+13 1.07E+13 8.01E+12 5.83E+12 4.19E+12 2.93E+12 2.00E+12 1.34E+12 8.76E+11 5.63E+11 3.53E+11 2.17E+11 1.30E+11 7.68E+10 4.42E+10
  90.00  3.827  8.88E+16 8.29E+15 1.45E+17 1.54E+14 2.99E+14 4.28E+14 5.33E+14 6.16E+14 6.63E+14 6.89E+14 6.84E+14 6.58E+14 6.11E+14 5.55E+14 4.86E+14 4.17E+14 3.50E+14 2.86E+14 2.28E+14 1.79E+14 1.37E+14 1.02E+14 7.48E+13 5.35E+13 3.76E+13 2.58E+13 1.74E+13 1.15E+13 7.44E+12 4.71E+12 2.92E+12 1.78E+12 1.06E+12
 100.00  4.034  1.18E+18 1.09E+17 1.94E+18 1.90E+15 3.70E+15 5.33E+15 6.67E+15 7.70E+15 8.38E+15 8.69E+15 8.74E+15 8.43E+15 7.92E+15 7.24E+15 6.47E+15 5.64E+15 4.77E+15 3.96E+15 3.21E+15 2.55E+15 1.98E+15 1.51E+15 1.13E+15 8.24E+14 5.91E+14 4.16E+14 2.87E+14 1.94E+14 1.29E+14 8.36E+13 5.35E+13 3.35E+13 2.06E+13
 110.00  4.231  1.38E+19 1.26E+18 2.32E+19 2.10E+16 4.10E+16 5.89E+16 7.44E+16 8.57E+16 9.40E+16 9.81E+16 9.92E+16 9.66E+16 9.14E+16 8.47E+16 7.60E+16 6.67E+16 5.74E+16 4.82E+16 3.96E+16 3.19E+16 2.52E+16 1.95E+16 1.48E+16 1.10E+16 8.02E+15 5.75E+15 4.06E+15 2.80E+15 1.90E+15 1.26E+15 8.29E+14 5.29E+14 3.35E+14
 120.00  4.419  1.46E+20 1.32E+19 2.48E+20 2.10E+17 4.11E+17 5.93E+17 7.48E+17 8.66E+17 9.54E+17 1.00E+18 1.02E+18 9.96E+17 9.49E+17 8.82E+17 8.00E+17 7.12E+17 6.19E+17 5.21E+17 4.36E+17 3.55E+17 2.85E+17 2.23E+17 1.72E+17 1.30E+17 9.66E+16 7.03E+16 5.03E+16 3.54E+16 2.45E+16 1.66E+16 1.11E+16 7.25E+15 4.69E+15
 130.00  4.599  1.40E+21 1.26E+20 2.42E+21 1.92E+18 3.76E+18 5.41E+18 6.85E+18 7.99E+18 8.81E+18 9.33E+18 9.48E+18 9.38E+18 8.97E+18 8.40E+18 7.68E+18 6.86E+18 6.03E+18 5.16E+18 4.34E+18 3.57E+18 2.89E+18 2.30E+18 1.79E+18 1.37E+18 1.03E+18 7.64E+17 5.58E+17 3.97E+17 2.79E+17 1.93E+17 1.31E+17 8.74E+16 5.74E+16
 140.00  4.773  1.24E+22 1.10E+21 2.16E+22 1.62E+19 3.17E+19 4.59E+19 5.81E+19 6.79E+19 7.51E+19 7.98E+19 8.13E+19 8.08E+19 7.82E+19 7.36E+19 6.74E+19 6.08E+19 5.36E+19 4.65E+19 3.94E+19 3.28E+19 2.68E+19 2.15E+19 1.70E+19 1.31E+19 1.01E+19 7.53E+18 5.57E+18 4.02E+18 2.87E+18 2.01E+18 1.39E+18 9.45E+17 6.30E+17
 150.00  4.941  1.02E+23 8.96E+21 1.79E+23 1.27E+20 2.49E+20 3.60E+20 4.57E+20 5.35E+20 5.92E+20 6.33E+20 6.49E+20 6.49E+20 6.28E+20 5.92E+20 5.51E+20 4.98E+20 4.43E+20 3.86E+20 3.30E+20 2.77E+20 2.29E+20 1.85E+20 1.48E+20 1.16E+20 8.92E+19 6.75E+19 5.05E+19 3.71E+19 2.68E+19 1.91E+19 1.34E+19 9.24E+18 6.25E+18

